Customer ID,last_purchase_date,first_purchase_date,frequency,monetary,total_items,total_unique_products,avg_unit_price,country,recency,days_since_first_purchase,avg_order_value,avg_items_per_order,avg_days_between_orders,is_weekend_shopper,favorite_hour,cancellation_rate,country_encoded,will_purchase
12356,2011-04-08 12:33:00,2010-10-11 09:42:00,5,5555.33,3372,103,2.627173913043478,Portugal,82,261,1111.066,674.4,44.75,0.0,9,0.0,28,1
12357,2010-11-16 10:05:00,2010-11-16 10:05:00,1,11229.99,3878,164,3.3270731707317074,Switzerland,225,225,11229.99,3878.0,0.0,0.0,10,0.0,34,1
12358,2010-11-29 10:56:00,2009-12-08 07:59:00,3,2519.01,826,51,3.791754385964912,Austria,212,568,839.6700000000001,275.3333333333333,178.0,0.0,10,0.0,1,1
12359,2011-06-03 12:26:00,2009-12-05 13:32:00,9,6059.09,2095,230,7.256461538461538,Cyprus,26,571,673.2322222222223,232.77777777777777,68.125,0.2423076923076923,14,0.7143,7,1
12360,2011-05-23 09:43:00,2010-02-22 09:32:00,4,2234.41,1717,107,1.8825581395348836,Austria,37,492,558.6025,429.25,151.66666666666666,0.0,9,0.1111,1,1
12361,2011-02-25 13:51:00,2010-01-26 14:37:00,4,451.25,231,17,2.09,Belgium,124,519,112.8125,57.75,131.66666666666666,0.2,15,0.0,3,0
12362,2011-04-28 09:12:00,2011-02-17 10:30:00,2,884.34,498,51,2.339444444444444,Belgium,62,132,442.17,249.0,70.0,0.0,9,0.5714,3,1
12363,2011-04-11 13:29:00,2011-04-11 13:29:00,1,299.1,282,16,2.28125,Unspecified,79,79,299.1,282.0,0.0,0.0,13,0.0,39,1
12365,2011-02-21 13:51:00,2011-02-21 13:51:00,1,320.69,173,21,2.6961904761904765,Cyprus,128,128,320.69,173.0,0.0,0.0,13,0.3333,7,0
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,500.24,296,3,1.6900000000000002,Cyprus,470,470,500.24,296.0,0.0,0.0,10,0.0,7,0
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.6999999999999,330,18,4.391666666666667,Cyprus,465,465,917.6999999999999,330.0,0.0,1.0,15,0.0,7,0
12369,2010-10-22 13:13:00,2010-03-08 08:09:00,3,1511.15,1234,89,1.9205555555555556,Austria,250,478,503.7166666666667,411.3333333333333,114.0,0.0,14,0.0,1,0
12370,2011-03-10 12:48:00,2010-02-09 09:41:00,6,3221.03,2216,149,2.640764705882353,Austria,111,505,536.8383333333334,369.3333333333333,98.5,0.0,12,0.0,1,1
12371,2010-10-26 13:37:00,2010-03-04 18:23:00,3,1819.42,836,90,2.988613861386139,Switzerland,246,482,606.4733333333334,278.6666666666667,236.0,0.0,13,0.0,34,1
12372,2011-05-11 10:43:00,2011-02-16 12:46:00,2,842.9200000000001,588,31,2.1240540540540542,Denmark,49,133,421.46000000000004,294.0,84.0,0.0,12,0.0,9,1
12373,2011-02-01 13:10:00,2010-02-04 12:08:00,3,927.6500000000001,511,35,2.4166666666666665,Austria,148,510,309.2166666666667,170.33333333333334,181.0,0.0,13,0.0,1,0
12374,2010-10-14 10:16:00,2010-04-30 14:01:00,2,2046.29,1015,46,2.2340816326530613,Austria,258,425,1023.145,507.5,167.0,0.0,14,0.0,1,1
12376,2010-11-15 12:15:00,2010-10-18 08:42:00,2,383.15,237,10,2.2181818181818183,Switzerland,226,254,191.575,118.5,28.0,0.0,8,0.0,34,0
12377,2011-01-28 15:45:00,2010-04-29 15:34:00,4,3266.32,2101,128,2.2434666666666665,Switzerland,152,426,816.58,525.25,91.33333333333333,0.0,15,0.0,34,0
12378,2010-05-26 14:07:00,2010-05-26 14:07:00,1,1407.7,787,82,4.402073170731708,Switzerland,399,399,1407.7,787.0,0.0,0.0,14,0.0,34,1
12379,2011-06-22 16:32:00,2010-06-23 12:49:00,3,1107.82,611,49,2.410172413793103,Belgium,7,371,369.2733333333333,203.66666666666666,182.0,0.0,14,0.2,3,1
12380,2011-06-07 09:49:00,2010-02-15 12:05:00,5,5345.39,2494,123,2.823118811881188,Belgium,22,499,1069.078,498.8,159.0,0.0,15,0.4,3,1
12383,2011-06-08 08:02:00,2010-12-22 14:28:00,5,1628.56,1518,83,2.421382978723404,Belgium,21,189,325.712,303.6,42.0,0.0,14,0.1667,3,0
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1668.4,594,64,3.50390625,Belgium,216,216,1668.4,594.0,0.0,0.0,15,0.5,3,0
12386,2011-01-06 12:37:00,2010-12-08 09:53:00,2,660.8,568,10,2.54,Australia,174,203,330.4,284.0,29.0,0.0,9,0.0,0,0
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,134,9,2.7622222222222224,Australia,252,252,143.94,134.0,0.0,0.0,16,0.0,0,0
12388,2011-03-09 15:47:00,2010-05-06 12:54:00,5,1886.7,870,52,2.9122222222222223,Australia,112,419,377.34000000000003,174.0,76.75,0.0,12,0.0,0,1
12389,2010-11-02 11:52:00,2010-02-22 10:15:00,3,1433.33,614,41,2.6542857142857144,Australia,239,492,477.77666666666664,204.66666666666666,126.5,0.0,11,0.0,0,0
12391,2010-09-01 12:38:00,2010-02-15 10:12:00,5,2312.53,920,159,4.465524861878453,Cyprus,301,499,462.50600000000003,184.0,66.0,0.0,10,0.8571,7,1
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75000000000003,73,7,5.035714285714286,Australia,428,428,234.75000000000003,73.0,0.0,0.0,14,0.0,0,0
12393,2011-04-08 09:45:00,2010-10-07 13:49:00,5,1877.95,1017,53,2.5658536585365854,Australia,82,265,375.59000000000003,203.4,45.75,0.0,9,0.7143,0,1
12394,2011-05-06 14:01:00,2011-05-06 14:01:00,1,351.08,180,20,2.416,Belgium,54,54,351.08,180.0,0.0,0.0,14,0.0,3,1
12395,2011-05-12 10:15:00,2010-04-16 10:16:00,9,3258.36,3084,116,2.3764670658682636,Belgium,48,439,362.04,342.6666666666667,48.875,0.0,10,0.1667,3,1
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,591,65,2.2993846153846156,RSA,511,511,931.43,591.0,0.0,0.0,13,0.0,29,0
12399,2011-06-09 13:09:00,2010-03-05 08:45:00,6,1647.68,2016,57,1.1667391304347827,Belgium,20,481,274.61333333333334,336.0,92.2,0.0,9,0.0,3,1
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,91,11,2.9136363636363636,Australia,251,251,205.25,91.0,0.0,0.0,13,0.0,0,0
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,69.3,10,4,8.35,Belgium,140,140,69.3,10.0,0.0,0.0,13,0.0,3,0
12402,2011-01-20 13:49:00,2010-02-07 12:41:00,6,1136.9,576,42,2.20859375,Belgium,160,507,189.48333333333335,96.0,69.4,0.40625,12,0.1429,3,0
12403,2010-07-06 11:39:00,2010-07-06 11:39:00,1,555.6600000000001,162,3,3.5100000000000002,Denmark,358,358,555.6600000000001,162.0,0.0,0.0,11,0.3333,9,1
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,1,1,63.24,Finland,519,519,63.24,1.0,0.0,0.0,16,0.0,12,0
12406,2011-06-09 10:23:00,2010-01-11 14:04:00,4,4596.31,2391,81,2.7996363636363633,Denmark,20,534,1149.0775,597.75,171.33333333333334,0.0,10,0.5714,9,1
12407,2011-04-18 12:25:00,2011-03-20 13:21:00,2,450.96,416,22,1.9476,Belgium,72,101,225.48,208.0,29.0,0.56,13,0.0,3,1
12408,2011-06-17 10:51:00,2010-07-29 13:27:00,6,2643.99,1534,85,2.6144736842105263,Belgium,12,335,440.66499999999996,255.66666666666666,80.75,0.0,13,0.7857,3,1
12409,2011-06-10 12:19:00,2010-05-23 15:21:00,5,18553.7,10734,165,3.2066210045662102,Switzerland,19,402,3710.7400000000002,2146.8,95.75,0.3972602739726027,15,0.6154,34,1
12410,2011-02-04 10:39:00,2010-07-25 13:26:00,3,773.71,335,35,4.2260526315789475,Switzerland,145,339,257.90333333333336,111.66666666666667,194.0,0.34210526315789475,10,0.5,34,0
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,138,22,3.3954545454545455,Australia,246,246,346.9,138.0,0.0,0.0,9,0.0,0,0
12412,2011-06-23 13:51:00,2010-06-18 13:22:00,4,1740.55,1518,68,1.7587777777777778,Denmark,6,376,435.1375,379.5,123.33333333333333,0.0,13,0.5,9,1
12413,2011-04-17 15:33:00,2010-11-02 13:26:00,3,695.25,233,36,5.5110256410256415,Spain,73,239,231.75,77.66666666666667,83.0,0.10256410256410256,16,0.3333,32,1
12414,2011-05-06 14:51:00,2010-09-02 12:22:00,4,532.41,489,19,1.7181818181818185,Austria,54,300,133.1025,122.25,82.0,0.0,14,1.125,1,0
12415,2011-06-15 13:37:00,2010-06-30 08:30:00,12,93429.55,61309,380,2.5992282958199358,Australia,14,364,7785.795833333334,5109.083333333333,35.0,0.0,15,1.8788,0,1
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,132,11,1.5345454545454544,Australia,493,493,202.56,132.0,0.0,1.0,10,0.0,0,0
12417,2011-06-05 15:46:00,2009-12-06 10:30:00,16,4456.08,1996,209,4.955843137254902,Belgium,24,570,278.505,124.75,36.4,0.15294117647058825,10,0.3704,3,1
12418,2010-10-22 10:29:00,2010-03-19 14:47:00,3,1352.62,681,61,3.2358823529411764,Switzerland,250,467,450.8733333333333,227.0,108.5,0.0,10,0.2,34,1
12419,2010-11-19 10:04:00,2010-10-22 10:40:00,2,391.01,227,22,3.0473913043478262,Spain,222,250,195.505,113.5,28.0,0.0,10,0.0,32,0
12421,2011-06-19 13:54:00,2010-07-22 13:57:00,4,548.36,412,34,2.567560975609756,Spain,10,342,137.09,103.0,110.66666666666667,0.3170731707317073,13,0.25,32,1
12422,2011-06-24 13:20:00,2009-12-18 12:44:00,11,3491.65,2497,127,2.6077922077922078,Australia,5,558,317.4227272727273,227.0,55.3,0.13636363636363635,13,0.1905,0,1
12423,2011-06-01 09:26:00,2010-08-31 09:31:00,8,1953.77,1424,112,2.40125,Denmark,28,302,244.22125,178.0,39.142857142857146,0.0,11,0.0909,9,1
12424,2010-10-13 10:29:00,2010-06-09 15:15:00,2,1579.07,1285,59,1.9029032258064518,Australia,259,385,789.535,642.5,126.0,0.0,10,0.7143,0,1
12425,2010-09-17 14:10:00,2010-09-17 14:10:00,1,964.21,651,55,2.2994545454545454,Portugal,285,285,964.21,651.0,0.0,0.0,14,1.3333,28,1
12426,2011-05-29 12:26:00,2010-02-15 08:41:00,2,1201.21,576,72,3.1721333333333335,Germany,31,499,600.605,288.0,468.0,0.38666666666666666,8,1.6667,14,0
12427,2010-12-03 10:44:00,2010-12-03 10:44:00,1,499.0,152,9,3.4722222222222223,Germany,208,208,499.0,152.0,0.0,0.0,10,0.8,14,1
12428,2011-04-11 10:04:00,2011-03-01 09:33:00,5,5119.34,2755,226,2.968138528138528,Finland,79,120,1023.868,551.0,13.666666666666666,0.03896103896103896,9,0.5,12,1
12429,2011-06-20 12:14:00,2010-06-11 13:28:00,7,6074.39,2805,106,3.1383098591549294,Denmark,9,383,867.7700000000001,400.7142857142857,93.5,0.0,12,0.1111,9,1
12431,2011-05-23 09:14:00,2010-01-15 09:04:00,17,7229.05,3065,197,3.818350168350168,Belgium,37,530,425.23823529411766,180.2941176470588,30.8125,0.03367003367003367,9,0.2121,3,1
12432,2011-06-20 13:29:00,2011-06-20 13:27:00,2,3316.6600000000003,1426,74,4.636133333333333,Norway,9,9,1658.3300000000002,713.0,0.0,0.0,13,0.0,26,1
12433,2010-12-08 16:49:00,2010-08-20 09:23:00,5,10992.51,9627,163,1.8824249422632795,Norway,203,313,2198.502,1925.4,27.5,0.0,16,0.0909,26,1
12434,2011-03-24 13:05:00,2010-11-23 13:38:00,2,583.54,215,34,4.272777777777778,Australia,97,218,291.77,107.5,121.0,0.0,13,0.8,0,1
12435,2011-03-17 07:40:00,2009-12-02 13:58:00,5,10075.03,3782,81,3.606526315789474,Denmark,104,574,2015.006,756.4,117.5,0.0,16,0.0,9,1
12437,2011-06-15 09:01:00,2009-12-02 16:24:00,29,9041.72,6656,229,2.2806823529411764,France,14,574,311.78344827586204,229.51724137931035,21.53846153846154,0.05647058823529412,9,0.4043,13,1
12439,2010-01-26 12:11:00,2009-12-14 08:40:00,2,1158.18,484,69,3.6904166666666662,Cyprus,519,562,579.09,242.0,43.0,0.0,8,1.0,7,0
12440,2010-09-03 13:11:00,2009-12-22 12:03:00,2,739.2,328,20,3.1446666666666667,Austria,299,554,369.6,164.0,255.0,0.0,12,1.0,1,0
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,311.1,240,10,2.271,France,203,203,311.1,240.0,0.0,0.0,10,0.0,13,0
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,365.31,179,20,4.164,Norway,569,569,365.31,179.0,0.0,0.0,15,0.0,26,0
12444,2011-06-21 14:00:00,2011-06-21 14:00:00,1,1870.2,582,90,5.259555555555556,Norway,8,8,1870.2,582.0,0.0,0.0,14,0.0,26,1
12445,2010-10-15 12:28:00,2010-10-15 12:28:00,1,301.58000000000004,144,20,2.7670000000000003,Spain,257,257,301.58000000000004,144.0,0.0,0.0,12,0.3333,32,1
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,431.49,187,25,3.1172000000000004,Belgium,80,80,431.49,187.0,0.0,1.0,13,0.0,3,0
12449,2011-06-05 15:37:00,2010-09-27 09:37:00,2,1447.53,1108,56,2.765,Denmark,24,275,723.765,554.0,251.0,0.8392857142857143,15,0.0,9,1
12450,2011-06-19 14:36:00,2010-08-22 13:11:00,4,592.2,378,31,2.2722857142857142,Spain,10,311,148.05,94.5,100.33333333333333,0.4857142857142857,16,0.4286,32,1
12451,2011-05-05 17:34:00,2010-06-28 12:58:00,5,8942.18,6889,259,2.2287215909090907,Switzerland,55,366,1788.4360000000001,1377.8,103.66666666666667,0.0,12,0.3,34,1
12454,2010-11-09 10:09:00,2010-10-14 17:33:00,3,12931.44,6696,8,2.8983333333333334,Spain,232,258,4310.4800000000005,2232.0,13.0,0.0,10,3.5556,32,1
12455,2011-06-03 11:33:00,2009-12-18 12:33:00,6,5303.39,2839,167,3.712712765957447,Cyprus,26,558,883.8983333333334,473.1666666666667,106.4,0.0,12,0.0,7,1
12456,2011-03-30 09:12:00,2011-03-30 09:12:00,1,780.17,441,40,3.289,Switzerland,91,91,780.17,441.0,0.0,0.0,9,1.0,34,1
12457,2011-04-20 10:10:00,2010-09-30 17:59:00,4,1419.93,641,36,4.542272727272727,Switzerland,70,272,354.9825,160.25,67.33333333333333,0.0,17,0.5714,34,1
12458,2011-02-28 10:55:00,2010-08-09 10:33:00,3,1077.01,745,57,2.0566129032258065,Switzerland,121,324,359.00333333333333,248.33333333333334,101.5,0.0,10,0.0,34,1
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,398.36,256,22,3.0645454545454545,Spain,442,442,398.36,256.0,0.0,0.0,14,0.0,32,0
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,296.65,168,17,3.756470588235294,Belgium,293,293,296.65,168.0,0.0,0.0,13,0.0,3,0
12462,2011-02-09 14:44:00,2011-02-09 14:44:00,1,594.11,281,39,3.9982051282051283,Spain,140,140,594.11,281.0,0.0,0.0,14,2.5,32,1
12463,2011-06-17 14:28:00,2011-04-12 12:47:00,3,877.79,571,50,2.153793103448276,Belgium,12,78,292.59666666666664,190.33333333333334,33.0,0.0,14,0.7143,3,1
12464,2011-05-23 11:49:00,2011-02-03 13:30:00,4,439.84999999999997,47,5,10.033333333333333,Belgium,37,146,109.96249999999999,11.75,54.5,0.0,11,0.0,3,1
12465,2011-06-23 13:37:00,2011-06-23 13:37:00,1,410.94,292,25,2.3728,Belgium,6,6,410.94,292.0,0.0,0.0,13,1.3333,3,1
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,1,1,56.73,France,519,519,56.73,1.0,0.0,0.0,16,0.0,13,0
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,129,9,1.6177777777777778,USA,260,260,132.8,129.0,0.0,0.0,15,4.5,36,0
12468,2011-06-05 11:36:00,2010-01-26 10:09:00,5,3238.74,2177,126,2.2504137931034482,Germany,24,519,647.7479999999999,435.4,123.75,0.1724137931034483,10,1.3,14,0
12469,2010-07-05 12:40:00,2010-06-21 10:30:00,2,3070.54,2552,76,2.999605263157895,Thailand,359,373,1535.27,1276.0,14.0,0.0,12,0.0,35,0
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,95,23,3.928260869565217,Unspecified,526,526,211.95,95.0,0.0,0.0,11,0.0,39,0
12471,2011-05-13 08:11:00,2009-12-07 10:41:00,57,25061.86,11521,187,2.9254136253041363,Germany,47,569,439.68175438596495,202.12280701754386,15.818181818181818,0.051094890510948905,10,1.2403,14,1
12472,2011-06-13 14:13:00,2009-12-14 10:49:00,16,14417.98,9751,347,2.0777529566360053,Germany,16,562,901.12375,609.4375,36.4,0.18134034165571616,14,3.7297,14,1
12473,2011-06-01 10:15:00,2011-06-01 10:15:00,1,600.1899999999999,553,33,2.0558823529411767,Germany,28,28,600.1899999999999,553.0,0.0,0.0,10,1.2222,14,1
12474,2011-06-26 15:36:00,2010-02-11 09:41:00,21,7519.8,5016,264,2.478761261261261,Germany,3,503,358.0857142857143,238.85714285714286,26.31578947368421,0.09234234234234234,12,1.0,14,1
12475,2010-10-26 08:49:00,2010-10-26 08:49:00,1,396.26,234,24,2.8266666666666667,Germany,246,246,396.26,234.0,0.0,0.0,8,0.0,14,1
12476,2011-05-05 17:13:00,2010-07-26 09:04:00,12,8520.09,3997,272,3.973837535014006,Germany,55,338,710.0075,333.0833333333333,28.3,0.09803921568627451,10,1.2632,14,1
12477,2011-04-14 13:59:00,2010-03-26 14:01:00,5,11633.6,3833,249,4.033994638069705,Germany,76,460,2326.7200000000003,766.6,96.0,0.0,14,0.6667,14,1
12480,2011-03-17 13:23:00,2010-07-20 13:21:00,5,3338.49,1983,119,2.7864375,Germany,104,344,667.698,396.6,60.0,0.0,15,0.375,14,1
12481,2011-06-13 10:52:00,2010-04-11 13:10:00,12,9858.83,6270,212,2.66128125,Germany,16,444,821.5691666666667,522.5,47.55555555555556,0.2375,13,0.2222,14,1
12482,2010-05-12 16:51:00,2010-02-24 10:24:00,27,21941.72,27040,41,1.3667326732673266,Sweden,413,490,812.6562962962963,1001.4814814814815,19.25,0.24752475247524752,16,0.0938,33,0
12483,2011-06-09 12:20:00,2010-01-31 13:28:00,16,3180.21,1669,54,2.2975555555555554,Sweden,20,514,198.763125,104.3125,35.285714285714285,0.06666666666666667,14,0.3333,33,1
12484,2011-06-16 11:30:00,2010-01-27 16:41:00,7,3588.09,2115,222,2.7280633802816903,Spain,13,518,512.5842857142858,302.14285714285717,84.16666666666667,0.02112676056338028,14,0.5625,32,1
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,414,34,2.4105882352941173,Sweden,366,366,708.1,414.0,0.0,0.0,15,0.0,33,0
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,917.28,520,48,3.3558333333333334,Sweden,268,268,917.28,520.0,0.0,0.0,12,0.0,33,0
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,174,2,2.0,Sweden,567,567,285.29999999999995,174.0,0.0,0.0,11,0.5,33,0
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,298.93,103,14,5.0442857142857145,France,173,173,298.93,103.0,0.0,0.0,13,0.0,13,0
12490,2011-06-20 14:58:00,2009-12-01 12:52:00,13,5404.49,3729,141,2.0821554770318023,France,9,575,415.72999999999996,286.84615384615387,47.166666666666664,0.13780918727915195,14,0.0455,13,1
12492,2010-11-01 14:58:00,2010-11-01 14:58:00,1,380.0,248,21,2.4761904761904763,Germany,240,240,380.0,248.0,0.0,0.0,14,0.0,14,1
12493,2011-06-27 10:17:00,2011-05-26 14:53:00,2,379.74,204,18,2.94,France,2,34,189.87,102.0,32.0,0.0,14,0.3333,13,0
12494,2011-05-27 13:49:00,2010-05-12 13:52:00,6,1144.41,555,53,3.110869565217391,France,33,413,190.735,92.5,76.0,0.14492753623188406,13,0.6471,13,1
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,277.4,128,16,3.5625,Sweden,477,477,277.4,128.0,0.0,0.0,10,1.0,33,0
12496,2010-03-29 14:06:00,2010-03-29 13:57:00,2,54.09,33,10,2.1553846153846155,Spain,457,457,27.045,16.5,0.0,0.0,13,0.0,32,0
12497,2010-11-04 12:31:00,2010-03-05 09:39:00,2,5043.400000000001,4440,29,1.4307142857142858,Germany,237,481,2521.7000000000003,2220.0,244.0,0.0,12,0.25,14,1
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,357.72,300,26,1.7269230769230768,Germany,397,397,357.72,300.0,0.0,0.0,15,0.0,14,0
12500,2011-06-24 10:16:00,2010-02-04 15:05:00,12,2787.23,1663,70,2.8784000000000005,Germany,5,510,232.26916666666668,138.58333333333334,45.90909090909091,0.08,9,0.4,14,1
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2025.39,1775,148,2.307364864864865,Germany,173,173,2025.39,1775.0,0.0,0.0,12,5.5,14,0
12502,2011-05-06 08:19:00,2011-02-03 10:41:00,3,1478.65,421,60,5.309054054054054,Spain,54,146,492.8833333333334,140.33333333333334,46.0,0.0,10,0.0,32,1
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,896.0,560,1,1.6,Spain,421,421,896.0,560.0,0.0,0.0,13,0.5,32,0
12504,2010-10-18 15:09:00,2010-04-22 10:24:00,2,261.0,366,7,0.9555555555555557,Germany,254,433,130.5,183.0,179.0,0.0,10,1.0,14,1
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,787.2,318,41,3.862195121951219,Italy,245,245,787.2,318.0,0.0,0.0,9,1.6667,18,0
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,23,23,3.1956521739130435,France,69,69,73.5,23.0,0.0,0.0,8,0.0,13,0
12507,2011-02-14 09:24:00,2010-05-04 09:23:00,2,817.41,575,39,2.45051282051282,Spain,135,421,408.705,287.5,286.0,0.0,9,0.2,32,1
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,158.5,54,6,3.491666666666667,France,121,121,158.5,54.0,0.0,0.0,14,0.0,13,0
12510,2011-01-18 14:04:00,2009-12-04 13:47:00,6,2821.51,1965,92,2.4944776119402983,Spain,162,572,470.2516666666667,327.5,82.0,0.0,14,0.5625,32,1
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,1,3084.02,1753,190,3.4306842105263162,Greece,265,265,3084.02,1753.0,0.0,0.0,10,2.0,15,0
12514,2011-03-17 16:38:00,2010-03-08 12:18:00,2,1597.76,840,76,2.7076190476190476,Italy,104,478,798.88,420.0,374.0,0.0,16,0.0,18,0
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,278.7,128,15,4.9,Italy,190,190,278.7,128.0,0.0,0.0,15,0.0,18,0
12516,2011-06-12 11:37:00,2010-04-19 14:14:00,3,1631.76,1406,41,1.336896551724138,Germany,17,436,543.92,468.6666666666667,209.5,0.20689655172413793,14,0.0,14,1
12517,2011-06-02 15:13:00,2011-06-02 15:13:00,1,766.95,420,125,2.1848507462686566,Germany,27,27,766.95,420.0,0.0,0.0,15,0.3333,14,1
12519,2010-08-20 08:21:00,2010-08-20 08:21:00,1,349.7,210,21,2.572857142857143,Germany,313,313,349.7,210.0,0.0,0.0,8,0.6667,14,1
12520,2011-05-19 09:37:00,2011-03-11 11:35:00,3,1517.56,935,93,2.8924242424242426,Germany,41,110,505.8533333333333,311.6666666666667,34.5,0.0,11,0.5,14,1
12523,2011-04-01 09:19:00,2009-12-07 13:46:00,16,2812.57,1666,126,3.485595238095238,France,89,569,175.785625,104.125,32.0,0.041666666666666664,12,0.5,13,1
12524,2011-05-19 12:24:00,2010-02-08 14:41:00,14,8321.77,5538,129,2.1241176470588234,Germany,41,506,594.4121428571428,395.57142857142856,38.75,0.1711229946524064,14,0.1111,14,1
12525,2010-07-29 16:08:00,2010-03-02 14:01:00,3,883.73,504,55,2.751864406779661,France,335,484,294.57666666666665,168.0,74.5,0.0,14,2.125,13,0
12527,2011-02-18 09:41:00,2010-06-28 15:37:00,4,653.72,512,23,1.7496428571428573,Germany,131,366,163.43,128.0,78.33333333333333,0.0,15,0.0,14,1
12528,2011-03-08 11:46:00,2011-01-31 09:05:00,2,681.66,353,37,4.5026190476190475,Germany,113,149,340.83,176.5,36.0,0.0,9,0.375,14,1
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,316.48,192,21,3.040952380952381,France,365,365,316.48,192.0,0.0,0.0,13,1.0,13,0
12530,2011-04-20 09:31:00,2010-03-07 14:37:00,7,2595.98,2110,75,2.4628571428571426,Germany,70,479,370.8542857142857,301.42857142857144,68.16666666666667,0.14285714285714285,14,0.3333,14,1
12531,2010-01-22 14:17:00,2010-01-22 14:17:00,1,1645.98,1065,109,2.2279816513761466,Germany,523,523,1645.98,1065.0,0.0,0.0,14,2.0,14,1
12533,2010-03-22 10:56:00,2009-12-01 11:50:00,2,1223.89,696,62,2.883142857142857,Germany,464,575,611.945,348.0,111.0,0.0,11,3.0,14,0
12535,2011-06-06 12:47:00,2011-06-06 12:47:00,1,371.45,115,18,3.9111111111111114,France,23,23,371.45,115.0,0.0,0.0,12,0.0,13,1
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,612.94,446,42,2.04,Sweden,245,245,612.94,446.0,0.0,0.0,8,0.0,33,0
12538,2010-11-26 13:02:00,2010-11-26 13:02:00,1,276.5,145,13,4.128461538461538,Spain,215,215,276.5,145.0,0.0,0.0,13,0.0,32,1
