StockCode,description,avg_price,purchase_count,num_customers
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,0.27956521739130435,23,20
17003,BROCADE RING PURSE ,0.26433915211970077,387,215
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2.1,6,6
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,1.3166666666666667,6,6
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,1.2,2,2
17011D,ORIGAMI ROSE INCENSE+FLOWER,0.475,2,2
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,1.4233333333333333,15,15
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1.3257142857142856,34,30
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1.3385416666666667,48,43
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1.4105263157894736,56,47
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,1.2669811320754716,51,41
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,2.1038461538461535,12,12
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1.0957446808510638,47,38
17013B,ORIGAMI JASMINE INCENSE IN TUBE,0.845,2,2
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,0.42,2,2
17013D,ORIGAMI ROSE INCENSE IN TUBE,1.0,21,17
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,1.3125,4,4
17014A,ORIGAMI VANILLA INCENSE CONES,0.7022222222222222,9,9
17014D,ORIGAMI ROSE INCENSE CONES,1.015,5,5
17014E,ORIGAMI OPIUM INCENSE CONES,1.3125,4,4
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,1.3125,4,4
17021,NAMASTE SWAGAT INCENSE,0.29524752475247523,75,45
17027A,INCENSE BAZAAR CANNABIS,0.355,2,1
17033,"BROCADE PURSE,SMALL ARCH BUTTON",0.2852941176470588,68,58
17038,PORCELAIN BUDAH INCENSE HOLDER,0.09225806451612904,30,21
17039,INLAID WOOD INCENSE HOLDER,0.27399999999999997,30,20
17084A,TRANQUILITY MASALA INCENSE,0.21,18,14
17084G,MOON INCENSE,0.21,2,2
17084J,LOVE POTION MASALA INCENSE,0.21000000000000002,19,17
17084N,FAIRY DREAMS INCENSE ,0.2077941176470588,67,42
17084P,DRAGONS BLOOD INCENSE,0.2082142857142857,26,23
17084R,ASSORTED INCENSE PACK,0.2026470588235294,66,29
17090A,LAVENDER INCENSE 40 CONES IN TIN,1.1928571428571428,26,24
17090D,VANILLA INCENSE 40 CONES IN TIN,1.2375,28,21
17091A,LAVENDER INCENSE IN TIN,0.9377192982456141,110,78
17091B,JASMINE TEA INCENSE IN TIN,1.2233333333333332,43,35
17091F,SANDALWOOD INCENSE IN TIN,1.25,6,6
17091J,VANILLA INCENSE IN TIN,0.7397076023391812,161,108
17096,ASSORTED LAQUERED INCENSE HOLDERS,0.19918918918918918,35,25
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2.55,82,68
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,0.42,23,17
17109A,FLOWER FAIRY INCENSE LILY,1.1861538461538461,13,12
17109B,FLOWER FAIRY INCENSE LAVENDER,1.184375,16,13
17109C,FLOWER FAIRY INCENSE ROSE,1.238,15,13
17109D,FLOWER FAIRY INCENSE BOUQUET,1.3205128205128205,36,33
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,0.8309090909090909,10,7
17129D,CLEAR COLOUR GLASS GEMS IN BAG,0.7615789473684211,19,12
17129F,BLUE GLASS GEMS IN BAG,0.7821428571428571,41,19
17136A,BLUE STONES ON WIRE FOR CANDLE,0.1045945945945946,34,28
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,0.4176923076923077,80,64
17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.4153125,27,26
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,1.0304761904761905,56,43
17165D,ASS COL LARGE SAND FROG P'WEIGHT,1.035408163265306,89,62
17174,ASSTD RASTA KEY-CHAINS,0.42,7,7
17178,FLAT PALM T-LIGHT HOLDER,1.234,24,20
17181,CIRCLE OF FRIENDS CANDLE HOLDER,2.1661290322580644,28,26
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,3.75,12,9
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,0.17071428571428574,51,40
18010,ASSORTED FRAGRANCE BATH CONFETTI,0.42,6,6
18094C,WHITE AND BLUE CERAMIC OIL BURNER,1.1966666666666668,43,22
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,2.5071428571428567,13,12
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,2.55,12,10
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,2.55,3,3
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2.510693641618497,159,110
18098A,PINK PORCELAIN B'FLY OIL BURNER,2.95,2,2
18098B,BLUE PORCELAIN B'FLY OIL BURNER,2.9500000000000006,3,3
18098C,PORCELAIN BUTTERFLY OIL BURNER,2.8951776649746193,177,104
20615,BLUE POLKADOT PASSPORT COVER,1.8248192771084337,78,59
20616,CHERRY BLOSSOM PASSPORT COVER,1.6651111111111112,44,31
20617,FIRST CLASS PASSPORT COVER ,2.132702702702703,74,59
20618,QUEEN OF THE SKIES PASSPORT COVER ,2.0892105263157896,74,50
20619,TROPICAL PASSPORT COVER ,2.148550724637681,68,46
20621,ECONOMY PASSPORT COVER ,2.1,29,23
20622,VIPPASSPORT COVER ,2.0537647058823527,82,59
20652,BLUE POLKADOT LUGGAGE TAG ,1.2929473684210526,89,73
20653,CHERRY BLOSSOM LUGGAGE TAG,1.286451612903226,31,26
20654,FIRST CLASS LUGGAGE TAG ,1.2411627906976743,84,65
20655,QUEEN OF SKIES LUGGAGE TAG,1.265,91,55
20657,TROPICAL LUGGAGE TAG,1.2416438356164383,71,54
20658,RED SPOTTY LUGGAGE TAG,1.2484362139917695,223,153
20659,ECONOMY LUGGAGE TAG,1.346875,89,55
20660,VIP LUGGAGE TAG ,1.25,26,22
20661,BLUE SPOTTY PURSE ,3.015777777777778,42,37
20662,FIRST CLASS HOLIDAY PURSE ,2.9388,25,23
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,2.742,15,13
20664,TROPICAL HOLIDAY PURSE ,2.95,16,11
20665,RED SPOTTY PURSE ,2.9430131004366813,222,167
20666,ECONOMY HOLIDAY PURSE,2.679090909090909,22,22
20667,CHERRY BLOSSOM PURSE,2.95,9,6
20668,DISCO BALL CHRISTMAS DECORATION,0.11868263473053893,309,181
20669,RED HEART LUGGAGE TAG,1.2486986301369862,132,103
20670,VIP HOLIDAY PURSE,2.955454545454546,22,20
20671,BLUE TEATIME PRINT BOWL ,1.248256880733945,106,70
20672,PINK TEATIME PRINT BOWL,1.25,22,21
20673,STRAWBERRIES PRINT BOWL,1.25,2,2
20674,GREEN POLKADOT BOWL,1.2486522911051212,360,196
20675,BLUE POLKADOT BOWL,1.2417614678899083,533,281
20676,RED RETROSPOT BOWL,1.2405142083897158,720,372
20677,PINK POLKADOT BOWL,1.2472419928825624,545,268
20679,EDWARDIAN PARASOL RED,5.81235569422777,622,271
20680,PINK FLOWERS CHILDS UMBRELLA,3.25,4,4
20681,PINK SPOTTY CHILDS UMBRELLA,3.241166077738516,274,184
20682,RED RETROSPOT CHILDRENS UMBRELLA,3.2653783231083846,478,296
20684,STRAWBERRY DREAM CHILDS UMBRELLA,3.240625,157,117
20685,DOORMAT RED RETROSPOT,7.420158415841585,1478,626
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,3.264601226993865,160,117
20688,BEAUTY SPEED EXPRESSO CUPS,4.45,9,9
20689,RETRO SISTERS EXPRESSO CUPS,5.610714285714286,27,25
20692,FLORAL ELEPHANT SOFT TOY,4.179752066115703,116,75
20693,FLORAL DINOSAUR GREEN,4.25,12,10
20694,FLORAL PINK MONSTER,3.71,25,23
20695,FLORAL BLUE MONSTER,4.175925925925926,26,24
20696,FLORAL SOFT CAR TOY,3.75,34,28
20697,LITTLE GREEN MONSTER SOFT TOY,2.509090909090909,19,17
20698,LITTLE PINK MONSTER SOFT TOY,2.5026315789473683,18,17
20699,MOUSEY LONG LEGS SOFT TOY,2.5312499999999996,45,42
20700,GREEN CAT FLORAL CUSHION COVER ,3.125,12,11
20701,PINK CAT FLORAL CUSHION COVER ,3.173076923076923,13,12
20702,PINK PADDED MOBILE,4.235943775100401,237,151
20703,BLUE PADDED SOFT MOBILE,4.2351190476190474,165,122
20704,MR ROBOT SOFT TOY,5.3,64,60
20705,MRS ROBOT SOFT TOY,5.386734693877551,49,47
20707,CRAZY DAISY HEART DECORATION,1.3456060606060607,63,48
20711,JUMBO BAG TOYS ,1.9528634361233481,671,326
20712,JUMBO BAG WOODLAND ANIMALS,1.9853617021276595,915,387
20713,JUMBO BAG OWLS,1.9673145245559038,920,371
20714,POSY SHOPPER BAG,0.5975,12,10
20716,PARTY FOOD SHOPPER BAG,1.2445714285714287,169,121
20717,STRAWBERRY SHOPPER BAG,1.2577949709864602,500,283
20718,RED RETROSPOT SHOPPER BAG,1.2496938775510205,866,428
20719,WOODLAND CHARLOTTE BAG,0.8415938069216757,1062,365
20723,STRAWBERRY CHARLOTTE BAG,0.8501278269419862,988,356
20724,RED RETROSPOT CHARLOTTE BAG,0.8447526041666666,1495,524
20725,LUNCH BAG RED RETROSPOT,1.646019417475728,2579,845
20726,LUNCH BAG WOODLAND,1.6512062726176115,1585,585
20727,LUNCH BAG  BLACK SKULL.,1.6401464336324987,1997,705
20728,LUNCH BAG CARS BLUE,1.6494313304721029,1797,702
20729,RED SPOTTY CANDY BAG,1.227910447761194,67,39
20730,STRAWBERRY CANDY BAG,1.2139024390243902,41,34
20731,POSY CANDY BAG,1.1114893617021278,46,40
20733,GOLD MINI TAPE MEASURE ,0.8127272727272726,101,67
20734,SILVER MINI TAPE MEASURE ,0.8442647058823529,68,50
20735,BLACK MINI TAPE MEASURE ,0.8135384615384614,63,30
20736,PINK MINI TAPE MEASURE ,0.8431578947368421,18,18
20738,GREEN MINI TAPE MEASURE ,0.842,65,46
20747,PICCADILLY TEA SET,14.733098591549295,70,48
20748,KENSINGTON COFFEE SET,12.182203389830509,114,86
20749,ASSORTED COLOUR MINI CASES,7.785910290237467,726,426
20750,RED RETROSPOT MINI CASES,7.774709821428572,867,471
20751,FUNKY WASHING UP GLOVES ASSORTED,2.0966530612244902,408,264
20752,BLUE POLKADOT WASHING UP GLOVES,2.077758007117438,270,188
20753,RETRO PINK SPOT WASHING UP GLOVES,2.057894736842105,38,30
20754,RETROSPOT RED WASHING UP GLOVES,2.084771428571429,679,363
20755,BLUE PAISLEY POCKET BOOK,0.8393333333333333,86,74
20756,GREEN FERN POCKET BOOK,0.8286666666666667,44,40
20757,RED DAISY POCKET BOOK ,0.8471428571428571,55,49
20758,ABSTRACT CIRCLES POCKET BOOK,0.8378481012658228,74,61
20759,CHRYSANTHEMUM POCKET BOOK ,0.8291304347826087,44,35
20760,GARDEN PATH POCKET BOOK,0.8314285714285714,59,47
20761,BLUE PAISLEY SKETCHBOOK,3.706532258064516,116,93
20762,GREEN FERN SKETCHBOOK ,3.674434782608696,111,88
20763,DAISY SKETCHBOOK ,3.5484999999999998,59,54
20764,ABSTRACT CIRCLES SKETCHBOOK ,3.692582781456954,144,107
20765,CHRYSANTHEMUM SKETCHBOOK ,3.727153846153846,120,96
20766,GARDEN PATH SKETCHBOOK,3.6867938931297712,123,100
20767,BLUE PAISLEY JOURNAL ,2.517548387096774,148,112
20768,GREEN FERN JOURNAL ,2.470083333333333,117,98
20769,DAISY JOURNAL ,2.4603124999999997,61,48
20770,ABSTRACT CIRCLE JOURNAL ,2.4368644067796605,113,94
20771,CHRYSANTHEMUM  JOURNAL,2.4604310344827582,112,91
20772,GARDEN PATH JOURNAL,2.4023134328358204,130,105
20773,BLUE PAISLEY NOTEBOOK,1.6357142857142857,95,78
20774,GREEN FERN NOTEBOOK,1.6319277108433734,76,68
20775,DAISY NOTEBOOK ,1.6241379310344826,53,43
20776,ABSTRACT CIRCLES NOTEBOOK,1.6227272727272728,53,50
20777,CHRYSANTHEMUM NOTEBOOK,1.6346938775510202,94,78
20778,GARDEN PATH NOTEBOOK ,1.6321428571428571,80,66
20780,BLACK EAR MUFF HEADPHONES,5.465757575757576,58,35
20781,GOLD EAR MUFF HEADPHONES,5.113404255319149,41,34
20782,CAMOUFLAGE EAR MUFF HEADPHONES,5.522,51,39
20783,HEART EAR MUFF HEADPHONES,5.442,34,20
20784,RED RETRO BAR STOOL,38.95,8,6
20785,FUSCHIA RETRO BAR STOOL,39.24411764705883,17,14
20786,BLACK RETRO BAR STOOL,39.50555555555556,9,9
20787,BLUE RETRO BAR STOOL,39.45,8,7
20793,BLUE TILED TRAY,6.35,15,13
20794,BLUE  TILE HOOK,2.5354838709677416,30,27
20795,LARGE BLUE PROVENCAL CERAMIC BALL,2.0758823529411763,17,15
20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.65,13,11
20798,CLEAR MILKSHAKE GLASS,2.0706521739130435,41,35
20799,PINK MILKSHAKE GLASS,2.0,13,11
20800,LARGE GLASS SUNDAE DISH CLEAR,1.4,2,2
20801,LARGE PINK GLASS SUNDAE DISH,1.3697333333333332,69,61
20802,SMALL GLASS SUNDAE DISH CLEAR,1.5476923076923077,76,68
20803,SMALL PINK GLASS SUNDAE DISH,1.0738095238095238,61,50
20804,GLASS CHICKEN BUTTER DISH,1.6423076923076922,24,21
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,2.55,3,3
20814,SILVER FINCH DECORATION,1.2025,12,7
20816,GOLD FLOWER CUSHION COVER ,5.378571428571428,7,5
20818,GOLD TEDDY BEAR,3.522727272727273,22,20
20819,SILVER TEDDY BEAR,3.626666666666667,50,39
20820,SILVER LOOKING MIRROR,4.95,8,6
20821,GOLDIE LOOKING MIRROR,4.95,10,10
20823,GOLD WINE GOBLET,2.9826315789473683,17,14
20825,GOLD WINE GLASS,3.6300000000000003,6,5
20826,SILVER APERITIF GLASS,1.3478571428571429,14,11
20827,GOLD APERITIF GLASS,1.63375,8,5
20828,GLITTER BUTTERFLY CLIPS,2.5314258911819887,499,261
20829,GLITTER HANGING BUTTERFLY STRING,2.1142018779342724,404,207
20830,SILVER PHOTO FRAME,2.0739583333333336,46,36
20831,GOLD PHOTO FRAME,1.9462264150943398,51,34
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.7006603773584905,103,86
20833,SHAKER THROW  QUILTED,27.630000000000003,5,3
20835,FRENCH LATTICE CUSHION COVER ,0.8325,8,8
20836,FRENCH PAISLEY CUSHION COVER,1.1209090909090909,22,18
20837,FRENCH FLORAL CUSHION COVER ,1.1844444444444444,18,17
20838,FRENCH LATTICE CUSHION COVER ,1.1817948717948719,39,36
20839,FRENCH PAISLEY CUSHION COVER ,1.371967213114754,60,53
20840,FRENCH FLORAL CUSHION COVER ,1.3365573770491803,60,50
20845,ZINC HEART LATTICE 2 WALL PLANTER,6.35,21,15
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.2548484848484847,127,105
20847,ZINC HEART LATTICE CHARGER LARGE,3.75,20,17
20848,ZINC HEART LATTICE CHARGER SMALL,2.9500000000000006,12,10
20849,ZINC HEART LATTICE DOUBLE PLANTER,3.5100000000000002,20,15
20850,ZINC HEART LATTICE PLANTER BOWL,2.8434782608695657,23,19
20851,ZINC HEART LATTICE TRAY OVAL ,5.755357142857143,27,21
20854,BLUE PATCH PURSE PINK HEART,1.6477777777777776,83,66
20855,PINK PATCH PURSE BLUE HEART,1.65,47,41
20856,DENIM PATCH PURSE PINK BUTTERFLY,1.6500000000000001,88,70
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.65,72,57
20860,GOLD COSMETICS BAG WITH BUTTERFLY,2.1,10,10
20861,GOLD COSMETIC BAG PINK STAR,2.1,15,15
20862,PINK PATCH PENCIL CASE BLUE HEART,2.0853571428571427,28,21
20863,BLUE PATCH PENCIL CASE PINK HEART,2.0720454545454547,42,35
20864,DENIM PATCH PENCIL CASE BUTTERFLY,2.0514814814814817,26,20
20865,PATCHWORK PENCIL CASE BUTTERFLY ,2.059,30,24
20866,BLUE ROSE FABRIC MIRROR,1.262857142857143,87,76
20867,PINK ROSE FABRIC MIRROR,1.2255696202531645,75,68
20868,SILVER FABRIC MIRROR,0.7671739130434783,46,40
20869,GOLD FABRIC MIRROR,0.7293939393939394,31,30
20870,OPULENT VELVET CANDLE IN BOX,1.9300000000000002,4,4
20871,OPULENT VELVET SET/3 CANDLES,1.845,76,72
20877,MODERN CHRISTMAS BAUBLE CANDLE ,0.42,3,3
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1.2427848101265824,67,61
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,0.65,8,8
20884,MODERN CHRISTMAS TREE CANDLE ,2.1,2,2
20886,BOX OF 9 PEBBLE CANDLES,1.93828125,244,163
20887,BOX OF 6 PEBBLE CANDLES,3.45,4,4
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,2.3536363636363635,11,10
20889,JARDIN DE FEMME SCENTED CANDLE,2.029166666666667,12,12
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,10.765999999999998,23,21
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.500684931506849,63,41
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,2.938888888888889,60,47
20895,VINTAGE NOTEBOOK FRENCH LETTER ,2.95,4,3
20896,VINTAGE NOTEBOOK PINK FLOWER,2.95,13,13
20897,VINTAGE NOTEBOOK PARIS DAYS,2.8947368421052633,37,29
20898,VINTAGE NOTEBOOK TRAVELOGUE,2.862820512820513,37,35
20899,VINTAGE NOTEBOOK RED ROSE,2.95,12,12
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,6.35,16,14
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,6.0249999999999995,15,11
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,5.6899999999999995,19,19
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,6.349999999999999,3,3
20906,VINTAGE NOTEBOOK BEAUTY GIRL,2.95,28,25
20910,VINTAGE PHOTO ALBUM PARIS DAYS,6.324193548387096,28,11
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,2.936666666666667,30,26
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.9275427350427354,1790,647
20931,BLUE POT PLANT CANDLE ,3.3859223300970873,102,91
20932,PINK POT PLANT CANDLE,3.45,56,54
20933,YELLOW POT PLANT CANDLE,3.4511627906976745,42,38
20934,SET/3 POT PLANT CANDLES,5.398979591836735,47,44
20935,ROUND CACTUS CANDLE,2.6571428571428575,39,35
20936,FORKED CACTUS CANDLE,2.880689655172414,55,42
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,2.905555555555556,18,15
20941,FROG CANDLE,1.185142857142857,69,54
20942,SET/6 GINGERBREAD TREE T-LIGHTS,1.25,4,4
20943,SET/6 GINGERBREAD STAR T-LIGHTS,1.25,48,46
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,0.4577272727272727,65,57
20952,PORCELAIN CHERUB BELL SMALL,0.42000000000000004,20,19
20953,PORCELAIN CHERUB BELL LARGE,1.65,7,7
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.2633774834437086,140,117
20957,PORCELAIN HANGING BELL SMALL,1.45,12,12
20958,PORCELAIN HANGING BELL LARGE,1.9500000000000002,9,9
20960,WATERMELON BATH SPONGE,1.2486805555555556,141,85
20961,STRAWBERRY BATH SPONGE ,1.2726764705882352,314,177
20963,APPLE BATH SPONGE,1.2781388012618298,293,168
20964,POLYESTER FILLER PAD 60x40cm,2.55,6,6
20966,SANDWICH BATH SPONGE,1.2492549019607844,232,137
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3.7439867109634553,272,187
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,3.75,14,14
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.777304832713755,518,285
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75745247148289,504,278
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.253611374407583,1003,490
20972,PINK CREAM FELT CRAFT TRINKET BOX ,1.2565105386416862,1224,568
20973,12 PENCIL SMALL TUBE WOODLAND,0.6574733096085409,514,309
20974,12 PENCILS SMALL TUBE SKULL,0.6483870967741936,684,370
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.6491535671100364,763,460
20976,12 PENCILS SMALL TUBE POSY,0.65,64,51
20977,36 PENCILS TUBE WOODLAND,1.2489866666666667,357,242
20978,36 PENCILS TUBE SKULLS,1.2472985781990522,396,253
20979,36 PENCILS TUBE RED RETROSPOT,1.2446428571428572,518,310
20980,36 PENCILS TUBE POSY,1.25,39,35
20981,12 PENCILS TALL TUBE WOODLAND,0.8491216216216216,427,290
